ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GeographicAreaCoordinationCenterCode,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime,ModifiedOnDateTime,Source
,DEFAULT,,,,145,1,UTMFC,,,,,,,Undetermined,,,,,"10/14/2021, 5:03 PM",,,,,,,,,GBCC,,,,,,NZ Timber Piles RX,,RX,FI,39.61339,-111.1866,,,,0,0,0,0,0,,000545,,,,Sanpete,UTMFC,49039,FS,UTMLF,USFS,Federal,,,,,,,GB30,FS,UTMLF,US-UT,,,,,,2021-UTMLF-000545,No Decision,wildcad,wildcad,0,,,"10/14/2021, 5:04 PM","12/7/2021, 5:56 PM",IRWIN
,DEFAULT,,,,1711,1,TNTNC,,,,,,,Undetermined,,,,,"3/30/2021, 4:54 PM",,,,,,,,,SACC,,,,,,RX - Thornburg,,RX,FI,35.11411,-84.6155,1000,,,0,0,0,0,0,,000095,,,,Polk,TNTNC,47139,FS,TNCNF,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2021-TNCNF-000095,No Decision,wildcad,wildcad,0,,,"10/18/2021, 4:10 PM","12/4/2021, 4:36 PM",IRWIN
,DEFAULT,,,,125,1,MSMIC,,,,,,,Undetermined,,,,,"10/19/2021, 4:33 PM",,,,,,,,,SACC,,,,,,DE SOTO Site Prep CPT16-19,,RX,FI,31.02323,-88.88161,125,,,0,0,0,0,0,,000323,,,,Perry,MSMIC,28111,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000323,No Decision,wildcad,wildcad,0,,,"10/19/2021, 5:33 PM","12/3/2021, 8:26 PM",IRWIN
,DEFAULT,,,,622.7,1,MTLEC,,,,,,,Undetermined,,,,17030,"8/8/2021, 11:05 PM",,,,,,,,,NRCC,,,,,,MTLG17-2021-548,,WF,FI,48.26895,-104.38963,622.68,,,0,0,0,0,0,,000548,,,,Roosevelt,MTLEC,30085,C&L,MTLG17,Private,Private,,,,,,,NR15,C&L,MTLG17,US-MT,Grass,GR2,,,,2021-MTLG17-000548,No Decision,wildcad,wildcad,0,,,"10/21/2021, 1:13 AM","12/8/2021, 5:34 PM",IRWIN
,DEFAULT,,,,391,1,FLFIC,,,,,,,Undetermined,,,,,"11/3/2021, 3:03 PM",,,,,,,,,SACC,,,,,,BU 198 Chipola Tract,,RX,FI,30,-84.99987,908,,,0,0,0,0,0,,000758,,,,Calhoun,FLFIC,12013,FS,FLFNF,USFS,Federal,,,,,,,SA43,FS,FLFNF,US-FL,,,,,,2021-FLFNF-000758,No Decision,wildcad,wildcad,0,,,"11/3/2021, 10:31 PM","12/8/2021, 8:54 PM",IRWIN
,DEFAULT,,,,214,1,FLFIC,,,,,,,Undetermined,,,,,"11/4/2021, 3:06 PM",,,,,,,,,SACC,,,,,,BU 198 Chipola Tract 1104,,RX,FI,30.40677,-85.25896,512,,,0,0,0,0,0,,000760,,,,Calhoun,FLFIC,12013,FS,FLFNF,USFS,Federal,,,,,,,SA43,FS,FLFNF,US-FL,,,,,,2021-FLFNF-000760,No Decision,wildcad,wildcad,0,,,"11/4/2021, 3:09 PM","12/8/2021, 8:53 PM",IRWIN
,DEFAULT,,,,100,1,UTNUC,,,,,,,Undetermined,,,,,"11/4/2021, 8:55 PM",,,,,,,,,GBCC,,,,,,Shingle Mill Piles,,RX,FI,40.47693,-111.1568,,,,0,1,0,0,0,,000956,,,,Wasatch,UTNUC,49051,FS,UTUWF,USFS,Federal,,,,,,,GB26,FS,UTUWF,US-UT,,,,,,2021-UTUWF-000956,No Decision,wildcad,wildcad,0,,,"11/5/2021, 1:40 AM","12/13/2021, 1:31 AM",IRWIN
,DEFAULT,,,,315,1,UTMFC,,,,,,,Undetermined,,,,,"11/8/2021, 5:37 PM",,,,,,,,,GBCC,,,,,,Shingle Mill RX,,RX,FI,37.8141,-109.4193,,,,0,0,0,0,0,,000558,,,,San Juan,UTMFC,49037,FS,UTMLF,USFS,Federal,,,,,,,GB32,FS,UTMLF,US-UT,,,,,,2021-UTMLF-000558,No Decision,wildcad,wildcad,0,,,"11/8/2021, 9:37 PM","12/3/2021, 9:29 PM",IRWIN
,DEFAULT,,,,55,1,UTRFC,,,,,,,Undetermined,,,,,"11/12/2021, 6:18 PM",,,,,,,,,GBCC,,,,,,Signal Peak RX,,RX,FI,38.61678,-111.9581,,,,0,0,0,0,0,,210554,,,,Sevier,UTRFC,49041,FS,UTFIF,USFS,Federal,,,,,,,GB28,FS,UTFIF,US-UT,,,,,,2021-UTFIF-210554,No Decision,wildcad,wildcad,0,,,"11/12/2021, 6:34 PM","12/6/2021, 1:12 AM",IRWIN
,DEFAULT,,,,168,1,MTMDC,,,,,,,Undetermined,,,,,"11/4/2021, 3:55 PM",,,,,,,,,NRCC,,,,,,Rx Camelflage Timber Sale Landing ,,RX,FI,47.35012,-115.2611,20,,,0,0,0,0,0,,001849,,,,Mineral,MTMDC,30061,FS,MTLNF,USFS,Federal,,,,,,,NR04,FS,MTLNF,US-MT,,,,,,2021-MTLNF-001849,No Decision,wildcad,wildcad,0,,,"11/16/2021, 6:36 PM","12/6/2021, 10:24 PM",IRWIN
,DEFAULT,342.52,,,275,100,WYCDC,,,,,,,Undetermined,Utilities,Power Generation/Transmission,PC4Z,,"11/16/2021, 8:24 AM",,,,,,,PN,,RMCC,,,,,,LOUIS LAMOUR,,WF,FI,44.96374,-109.2161,,"11/16/2021, 8:50 AM",0,0,1,0,0,0,,000517,,,,Park,WYCDC,56029,C&L,,Private,Private,,,,,,,RM02,C&L,WYPAX,US-WY,Grass-Shrub,GS2,,,,2021-WYPAX-000517,No Decision,wildcad,wildcad,0,,,"11/16/2021, 7:57 PM","11/30/2021, 11:27 PM",IRWIN
,DEFAULT,,,,3312,1,FLFIC,,,,,,,Undetermined,,,,,"11/9/2021, 2:41 PM",,,,,,,,,SACC,,,,,,BU 22 1109,,RX,FI,30.21593,-84.92751,3312,,,0,0,0,0,0,,000769,,,,Liberty,FLFIC,12077,FS,FLFNF,USFS,Federal,,,,,,,SA44,FS,FLFNF,US-FL,,,,,,2021-FLFNF-000769,No Decision,wildcad,wildcad,0,,,"11/16/2021, 10:04 PM","11/29/2021, 7:02 PM",IRWIN
,DEFAULT,,,,242,1,MTBDC,,,,,,,Human,Utilities,,,44001,"11/16/2021, 8:05 PM",,,,,,,,,NRCC,,,,,,Poweline,,WF,FI,46.56453,-109.7912,242,,,0,0,0,0,0,,210594,,,,Wheatland,MTBDC,30107,C&L,MTLG44,Private,Private,,,,,,,NR11,C&L,MTLG44,US-MT,Grass,GR2,,,,2021-MTLG44-210594,No Decision,wildcad,INFORM_Inspector,0,,,"11/17/2021, 12:58 AM","11/30/2021, 5:32 PM",IRWIN
,DEFAULT,,,,945,1,MSMIC,,,,,,,Undetermined,,,,,"11/17/2021, 5:28 PM",,,,,,,,,SACC,,,,,,CHICKASAWHAY CPT 358,,RX,FI,31.5336,-88.88557,,,,0,0,0,0,0,,000363,,,,Wayne,MSMIC,28153,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000363,No Decision,wildcad,wildcad,0,,,"11/17/2021, 5:34 PM","12/3/2021, 7:48 PM",IRWIN
,DEFAULT,,,,1050,,NCNCSC,512656,,Minimal,Smoldering,,,Human,,,,,"11/27/2021, 10:30 PM",Type 4 Incident,,0,100,0,0,,,SACC,"12/7/2021, 11:00 PM","12/7/2021, 1:00 PM","12/7/2021, 11:00 PM",F,Type 4 IC,Grindstone,Pilot Mountain State Park,WF,FI,,,,,,0,,,,,0,210033,100,100,Pinnacle,Surry,NCNCC,37171,DFR,NCNCS,State,Other,,,,,,,SA32,DFR,NCNCS,US-NC,,,Closed Timber Litter,,5,2021-NCNCS-210033,No Decision,IROC,ics209,0,,,"11/28/2021, 7:28 PM","12/8/2021, 5:56 PM",IRWIN
,DEFAULT,,,,115,1,FLFIC,,,,,,,Undetermined,,,,,"11/29/2021, 3:15 PM",,,,,,,,,SACC,,,,,,CPT 102 Experimental Forest 1129,,RX,FI,30.19266,-82.43383,115,,,0,0,0,0,0,,000837,,,,Baker,FLFIC,12003,FS,FLFNF,USFS,Federal,,,,,,,SA45A,FS,FLFNF,US-FL,,,,,,2021-FLFNF-000837,No Decision,wildcad,wildcad,0,,,"11/29/2021, 9:20 PM","11/29/2021, 9:20 PM",IRWIN
,DEFAULT,,,,375,,ARAOC,6828,,Minimal,Smoldering,Creeping,,Human,,,,,"11/30/2021, 12:03 AM",Type 4 Incident,,0,100,0,0,,,SACC,"12/6/2021, 4:30 PM","12/5/2021, 2:17 AM","12/6/2021, 4:30 PM",F,Type 4 IC,Birdsong Crossing Fire,"Falls in both Pushmataha/Choctaw counties ; 2.5 miles SW of Rattan, OK",WF,FI,,,,,,0,,,,,0,100306,100,100,,Pushmataha,ARAOC,40127,DVF,OKOKS,State,Other,,,,,,,SA17A,DVF,OKOKS,US-OK,,,Timber (Litter and Understory),Tall Grass (2.5 feet),1,2021-OKOKS-100306,No Decision,ics209,ics209,0,,,"11/30/2021, 7:47 PM","12/7/2021, 3:55 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/1/2021, 5:13 AM",,,,,,,,,OSCC,,,,,,RIVER,,WF,FI,33.726328,-117.267907,,,,0,,,,,,166934,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-166934,No Decision,cfcad,INFORM_Inspector,0,,,"12/1/2021, 5:13 AM","12/10/2021, 6:40 PM",IRWIN
,DEFAULT,,,,900,,MTBFAC,192000,,Minimal,Smoldering,Smoldering,Smoldering,Undetermined,,,PDQ5,,"12/1/2021, 1:00 PM",Type 4 Incident,,0,100,0,0,,,NRCC,"12/10/2021, 1:30 AM","12/9/2021, 1:30 AM","12/10/2021, 1:30 AM",U,Type 4 IC,Dump Road,North of US 2 and Hwy 89,WF,FI,,,,,,0,1,0,0,0,0,000156,90,100,Browning,Glacier,MTBFAC,30035,BIA,MTBFA,BIA,Federal,,,,,,,NR10,BIA,MTBFA,US-MT,,,Short Grass (1 foot),Tall Grass (2.5 feet),14,2021-MTBFA-000156,No Decision,IROC,ics209,0,,,"12/1/2021, 3:18 PM","12/10/2021, 1:51 AM",IRWIN
,ICS209,,,,10644,1,MTLEC,325000,,Minimal,Smoldering,Long-range Spotting,,Human,,,PDR1,,"12/1/2021, 4:43 PM",Type 3 Incident,,0,100,0,0,,,NRCC,"12/6/2021, 11:00 PM","12/5/2021, 12:00 AM","12/6/2021, 11:00 PM",F,Type 3 IC,West Wind,Fire originated about 10 miles west of  Denton and burned through the Town,WF,FI,47.28637,-110.15795,2500,,,0,1,0,0,0,0,000596,100,100,,Judith Basin,MTLEC,30045,,,Private,Private,,,,,,,NR11,C&L,MTLG36,US-MT,,,Short Grass (1 foot),Brush (2 feet),11,2021-MTLG36-000596,No Decision,wildcad,ics209,0,,,"12/1/2021, 4:50 PM","12/7/2021, 12:25 AM",IRWIN
,DEFAULT,,,,580,1,MSMIC,,,,,,,Undetermined,,,,,"12/1/2021, 4:19 PM",,,,,,,,,SACC,,,,,,BIENVILLE CPT 14,,RX,FI,32.48318,-89.59841,580,,,0,0,0,0,0,,000364,,,,Scott,MSMIC,28123,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000364,No Decision,wildcad,wildcad,0,,,"12/1/2021, 5:11 PM","12/2/2021, 1:14 AM",IRWIN
,DEFAULT,,,,183,,KYKIC,8500,,Minimal,Creeping,Creeping,Smoldering,Human,,,,,"11/30/2021, 9:45 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/3/2021, 8:00 PM","12/3/2021, 3:00 PM","12/3/2021, 8:00 PM",F,Type 5 IC,Big Creek Mountain,"5 miles south of Phelps, KY",WF,FI,,,,,,0,,,,,0,211950130,100,100,phelps,Pike,KYKIC,21195,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Hardwood Litter,6,2021-KYKYS-211950130,No Decision,ics209,ics209,0,,,"12/1/2021, 7:47 PM","12/5/2021, 4:08 AM",IRWIN
,DEFAULT,,,,40,1,NMSDC,,,,,,,Undetermined,,,,,"12/1/2021, 7:24 PM",,,,,,,,,SWCC,,,,,,D-5 District Wide Piles Rx,,RX,FI,32.93291,-108.0127,200,,,0,1,0,0,0,,000767,,,,Grant,NMSDC,35017,FS,NMGNF,USFS,Federal,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000767,No Decision,wildcad,wildcad,0,,,"12/1/2021, 11:01 PM","12/10/2021, 10:09 PM",IRWIN
,DEFAULT,,,,216,,TNTNC,1000,,Minimal,,,,Human,,,,,"11/20/2021, 11:45 PM",Type 5 Incident,,0,100,0,0,,,SACC,"11/24/2021, 9:00 PM","11/22/2021, 3:00 PM","11/24/2021, 9:00 PM",F,Type 5 IC,Mountain Road,2 miles east of Caryville,WF,FI,,,,,,0,,,,,0,100003,100,100,Caryville,Campbell,TNTNC,47013,DVF,TNTNS,State,Other,,,,,,,SA25,DVF,TNTNS,US-TN,,,Timber (Grass and Understory),,,2021-TNTNS-100003,No Decision,ics209,ics209,0,,,"12/2/2021, 2:39 AM","12/2/2021, 2:39 AM",IRWIN
,DEFAULT,,,,436,,NCNCSC,34000,,Minimal,Smoldering,,,Undetermined,,,,,"11/30/2021, 8:53 PM",Type 4 Incident,,0,100,0,0,,,SACC,"12/4/2021, 11:00 PM","12/3/2021, 11:00 PM","12/4/2021, 11:00 PM",F,Type 4 IC,Huntsville Mountain,"Pogue Mountain in the Glenwood Community, approx. 6 miles southeast of Marion.",WF,FI,,,,,,0,,,,,0,210034,100,100,Marion,McDowell,NCNCC,37111,,,Private,Private,,,,,,,SA31A,DFR,NCNCS,US-NC,,,Hardwood Litter,,20,2021-NCNCS-210034,No Decision,IROC,ics209,0,,,"12/2/2021, 5:15 AM","12/5/2021, 3:32 PM",IRWIN
,DEFAULT,,,,585,1,MOMOC,,,,,,,Undetermined,,,,,"12/2/2021, 4:26 PM",,,,,,,,,EACC,,,,,,Cotham,,RX,FI,36.80378,-91.11462,,,,0,0,0,0,0,,000505,,,,Ripley,MOMOC,29181,,,Private,Private,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000505,No Decision,wildcad,wildcad,0,,,"12/2/2021, 4:39 PM","12/3/2021, 3:11 AM",IRWIN
,DEFAULT,,,,936,1,MSMIC,,,,,,,Undetermined,,,,,"12/2/2021, 3:54 PM",,,,,,,,,SACC,,,,,,BIENVILLE CPT 11,,RX,FI,32.49542,-89.59442,,,,0,0,0,0,0,,000367,,,,Scott,MSMIC,28123,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000367,No Decision,wildcad,wildcad,0,,,"12/2/2021, 7:29 PM","12/2/2021, 11:19 PM",IRWIN
,DEFAULT,,,,23,1,ARAOC,,,,,,,Human,,,PDX5,,"12/2/2021, 10:03 PM",,,,,,,PA,1522,SACC,,,,,,SOUTH RAIFORD,,WF,FI,35.23251,-95.79134,23,,,0,1,0,0,0,,002505,,,,McIntosh,ARAOC,40091,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,,,,2021-OKOMA-002505,No Decision,wildcad,wildcad,0,,,"12/3/2021, 12:46 AM","12/11/2021, 5:42 PM",IRWIN
,DEFAULT,,,,425,1,MSMIC,,,,,,,Undetermined,,,,,"12/3/2021, 6:13 PM",,,,,,,,,SACC,,,,,,DE SOTO 8301 FS 309-E,,RX,FI,30.97484,-88.85441,,,,0,0,0,0,0,,000372,,,,Perry,MSMIC,28111,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000372,No Decision,wildcad,wildcad,0,,,"12/3/2021, 6:17 PM","12/3/2021, 11:07 PM",IRWIN
,DEFAULT,,,,1200,1,MSMIC,,,,,,,Undetermined,,,,,"12/3/2021, 6:25 PM",,,,,,,,,SACC,,,,,,TOMBIGBEE QUAIL SALE,,RX,FI,33.26722,-89.10298,,,,0,0,0,0,0,,000373,,,,Winston,MSMIC,28159,FS,MSMNF,USFS,Federal,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2021-MSMNF-000373,No Decision,wildcad,wildcad,0,,,"12/3/2021, 6:34 PM","12/4/2021, 12:39 AM",IRWIN
,DEFAULT,,,,2775,,KYKIC,36400,,Minimal,Smoldering,Flanking,Backing,Human,,,,,"12/2/2021, 12:00 AM",Type 4 Incident,,50,50,0,0,,,SACC,"12/6/2021, 11:30 PM","12/6/2021, 3:00 PM","12/6/2021, 11:30 PM",F,Type 5 IC,Rockhouse Fork,"3 miles north of Buckhorn,KY",WF,FI,,,,,,0,,,,,0,210250140,100,100,Buckhorn,Breathitt,KYKIC,21025,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Hardwood Litter,6,2021-KYKYS-210250140,No Decision,ics209,ics209,0,,,"12/3/2021, 7:11 PM","12/9/2021, 12:02 AM",IRWIN
,DEFAULT,,,,497,1,MOMOC,,,,,,,Undetermined,,,,,"12/3/2021, 3:20 PM",,,,,,,,,EACC,,,,,,Johnson Mountain ,,RX,FI,37.726667,-90.901667,,,,0,0,0,0,0,,000511,,,,Iron,MOMOC,29093,FS,MOMTF,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000511,No Decision,wildcad,wildcad,0,,,"12/3/2021, 7:12 PM","12/4/2021, 2:27 AM",IRWIN
,DEFAULT,,,,500,,KYKIC,5500,,Minimal,Creeping,Flanking,Backing,Human,,,,,"12/1/2021, 11:45 PM",Type 4 Incident,,50,50,0,0,,,SACC,"12/6/2021, 2:00 AM","12/5/2021, 3:00 PM","12/6/2021, 2:00 AM",F,Type 4 IC,Jones Fork,5 miles east of Fedscreek KY,WF,FI,,,,,,0,,,,,0,211950139,100,100,Pikeville,Pike,KYKIC,21195,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),,20,2021-KYKYS-211950139,No Decision,ics209,ics209,0,,,"12/4/2021, 4:28 AM","12/6/2021, 6:05 AM",IRWIN
,DEFAULT,,,,15,1,TNTNC,,,,,,,Undetermined,,,,,"12/1/2021, 3:56 PM",,,,,,,,,SACC,,,,,,RX- Parksville Admin Unit,,RX,FI,35.11592,-84.5742,,,,0,0,0,0,0,,000229,,,,Polk,TNTNC,47139,FS,TNCNF,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2021-TNCNF-000229,No Decision,wildcad,wildcad,0,,,"12/4/2021, 11:51 PM","12/9/2021, 10:54 PM",IRWIN
,DEFAULT,,,,655,1,MOMOC,,,,,,,Undetermined,,,,,"12/4/2021, 4:07 PM",,,,,,,,,EACC,,,,,,Hodo 1,,RX,FI,36.8049,-91.1408,,,,0,0,0,0,0,,000515,,,,Oregon,MOMOC,29149,FS,MOMTF,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000515,No Decision,wildcad,wildcad,0,,,"12/5/2021, 12:40 AM","12/5/2021, 12:40 AM",IRWIN
,DEFAULT,,,,194,,KYKIC,3768,,Minimal,Smoldering,Backing,Backing,Human,,,,,"12/3/2021, 9:00 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 9:00 PM","12/6/2021, 2:00 AM","12/6/2021, 9:00 PM",F,Type 5 IC,Flat Gap Rd.,4.2 miles North West of Hazard KY,WF,FI,,,,,,0,,,,,0,211930182,100,100,Hazard,Perry,KYKIC,21193,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Tall Grass (2.5 feet),Timber (Grass and Understory),10,2021-KYKYS-211930182,No Decision,ics209,ics209,0,,,"12/5/2021, 3:40 AM","12/6/2021, 10:05 PM",IRWIN
,DEFAULT,,,,250,,KYKIC,3300,,Moderate,Flanking,Creeping,Flanking,Human,,,,,"12/3/2021, 6:00 AM",Type 5 Incident,,0,100,0,0,,,SACC,"12/4/2021, 9:00 PM","12/4/2021, 3:00 PM","12/4/2021, 9:00 PM",F,Type 5 IC,Combs Mills Rd.,2.5 Miles North of Vicco KY,WF,FI,,,,,,0,,,,,0,211190173,100,100,Vicco,Knott,KYKIC,21119,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Timber (Grass and Understory),7,2021-KYKYS-211190173,No Decision,ics209,ics209,0,,,"12/5/2021, 3:41 AM","12/6/2021, 12:56 AM",IRWIN
,DEFAULT,,,,113,0.1,NMABC,,,,,,,Undetermined,,,PD02,,"12/4/2021, 8:00 PM",,,,,,,PA,1522,SWCC,,,,,,SHREK,,WF,FI,35.55433,-106.3519,113,,,0,1,0,0,1,,000396,,,,Sandoval,NMABC,35043,BIA,NMSPA,BIA,Federal,,,,,,,SW07,BIA,NMSPA,US-NM,,,,,,2021-NMSPA-000396,No Decision,wildcad,firecode,0,,,"12/5/2021, 5:34 AM","12/5/2021, 5:44 AM",IRWIN
,DEFAULT,,,,249,,KYKIC,6000,,Moderate,Running,Flanking,Wind Driven Runs,Human,,,,,"12/2/2021, 10:15 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/5/2021, 4:00 AM","12/2/2021, 10:15 PM","12/5/2021, 4:00 AM",F,Type 5 IC,Curry Branch #2,"1.5 miles SW of Hima, KY on Crawfish Br Rd",WF,FI,,,,,,0,,,,,0,21-00608,100,100,Manchester,Clay,KYKIC,21051,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),,15,2021-KYKYS-21-00608,No Decision,ics209,ics209,0,,,"12/5/2021, 5:35 AM","12/5/2021, 5:35 AM",IRWIN
,DEFAULT,,,,967,,KYKIC,8200,,Minimal,Wind Driven Runs,Running,Flanking,Human,,,,,"12/2/2021, 11:15 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 8:45 PM","12/6/2021, 3:00 PM","12/6/2021, 8:45 PM",F,Type 5 IC,Paul Reynolds Road,"4.5 miles SE of Siler, KY on KY 92.",WF,FI,,,,,,0,,,,,0,21-00609,100,100,Williamsburg,Whitley,KYKIC,21235,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Medium Logging Slash,Timber (Litter and Understory),13,2021-KYKYS-21-00609,No Decision,ics209,ics209,0,,,"12/5/2021, 6:04 AM","12/6/2021, 10:01 PM",IRWIN
,DEFAULT,,,,484,,KYKIC,6000,,Minimal,Wind Driven Runs,Creeping,Smoldering,Human,,,,,"12/3/2021, 4:45 AM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 4:00 AM","12/5/2021, 4:00 AM","12/6/2021, 4:00 AM",F,Type 5 IC,Bishops Bend,3.5 miles S of Ricetown on HWY 2024,WF,FI,,,,,,0,,,,,0,21-00610,100,100,Boonville,Owsley,KYKIC,21189,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Medium Logging Slash,Timber (Litter and Understory),11,2021-KYKYS-21-00610,No Decision,ics209,ics209,0,,,"12/5/2021, 6:20 AM","12/6/2021, 6:04 AM",IRWIN
,DEFAULT,,,,5988,1,LALIC,,,,,,,Undetermined,,,,,"12/5/2021, 4:40 PM",,,,,,,,,SACC,,,,,,"C-368, 366, 365, 364, 75",,RX,FI,31.16089,-92.60435,5988,,,0,0,0,0,0,,000169,,,,Rapides,LALIC,22079,FS,LAKIF,USFS,Federal,,,,,,,SA19,FS,LAKIF,US-LA,,,,,,2021-LAKIF-000169,No Decision,wildcad,wildcad,0,,,"12/6/2021, 12:14 AM","12/6/2021, 12:14 AM",IRWIN
,DEFAULT,,,,312,,KYKIC,6500,,Minimal,Smoldering,Flanking,Backing,Human,,,,,"12/2/2021, 9:30 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/5/2021, 3:00 PM","12/5/2021, 6:00 AM","12/5/2021, 3:00 PM",F,Type 5 IC,Big South Fork,3 miles South East of Jackson KY.,WF,FI,,,,,,0,,,,,0,210250149,100,100,Jackson,Breathitt,KYKIC,21025,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),,10,2021-KYKYS-210250149,No Decision,ics209,ics209,0,,,"12/6/2021, 12:56 AM","12/6/2021, 10:04 PM",IRWIN
,DEFAULT,,,,455,,KYKIC,14200,,Minimal,Smoldering,Uphill Runs,Flanking,Human,,,,,"12/3/2021, 6:00 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/7/2021, 11:30 PM","12/7/2021, 3:00 PM","12/7/2021, 11:30 PM",F,Type 5 IC,Dusty Trail Lane,1 mile north East of Mozelle KY.,WF,FI,,,,,,0,,,,,0,211310174,100,100,Hyden,Leslie,KYKIC,21131,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Tall Grass (2.5 feet),3,2021-KYKYS-211310174,No Decision,ics209,ics209,0,,,"12/6/2021, 12:57 AM","12/9/2021, 4:39 PM",IRWIN
,DEFAULT,,,,248,,KYKIC,8000,,Minimal,Smoldering,Backing,Smoldering,Human,,,,,"12/2/2021, 8:45 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/5/2021, 11:00 PM","12/5/2021, 3:15 PM","12/5/2021, 11:00 PM",F,Type 5 IC,Bear Fork,3 miles South East of Dorton KY.,WF,FI,,,,,,0,,,,,0,211950179,100,100,Dorton,Pike,KYKIC,21195,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Tall Grass (2.5 feet),7,2021-KYKYS-211950179,No Decision,ics209,ics209,0,,,"12/6/2021, 12:57 AM","12/9/2021, 12:03 AM",IRWIN
